Name,Age,Height,Weight,Overall,Potential,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,CB,CDM,CF,CM,LB,LM,LW,LWB,RB,RM,RW,RWB,ST,Clasificación Habilidad
N. Quiñónes,19,175,67,53,66,4,3,63,50,46,57,33,43,51,47,34,46,44,57,44,33,37,58,63,63,57,48,73,59,42,45,47,51,30,23,50,49,42,50,44,33,23,11,6,9,9,8,21.877551020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
N. Lebreton,18,180,70,53,73,3,2,66,40,49,48,50,55,39,33,54,54,42,46,39,36,51,45,63,68,56,54,67,51,57,61,49,41,61,47,51,53,41,42,43,57,55,7,5,7,10,9,21.604938271604937,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
C. Johnson,17,180,73,53,67,3,2,68,46,52,55,47,55,48,44,40,55,42,53,47,42,53,56,68,68,64,48,66,51,63,54,59,48,43,49,47,54,48,51,44,51,47,14,6,7,10,7,22.530864197530864,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
O. Wolff,17,175,66,53,75,2,3,66,38,45,59,28,42,60,34,35,39,41,57,40,33,42,65,67,65,54,36,77,48,46,47,42,32,35,20,44,49,52,46,29,29,35,10,10,13,9,6,21.551020408163264,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
D. Markovic,20,173,70,53,61,2,2,56,23,42,52,49,56,49,20,39,48,22,54,30,22,42,48,62,51,60,47,62,26,52,63,53,21,56,48,38,32,29,42,48,53,50,8,11,14,14,8,23.38868655818771,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
J. Ardila,16,178,70,53,73,3,2,66,45,55,58,38,50,45,44,46,62,44,57,50,47,56,55,63,68,67,55,74,56,59,51,52,33,39,27,51,54,51,53,39,40,46,12,8,5,5,8,22.093170054286077,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Arena,23,184,82,53,63,3,2,62,27,35,39,52,64,26,24,50,44,23,33,31,28,31,42,63,62,47,44,56,43,67,60,70,18,51,49,26,36,38,38,56,50,49,8,14,5,12,15,24.22022684310019,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
H. Al Zahrani,23,171,65,53,60,3,2,67,30,43,54,49,51,53,25,42,43,27,55,47,36,39,47,69,66,70,49,68,36,43,44,58,29,46,51,50,36,33,42,46,53,52,7,11,7,15,11,22.229061933586404,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
M. Wyparło,18,190,74,53,68,3,2,60,35,44,53,51,62,32,31,49,55,34,54,41,45,43,51,58,62,53,53,55,47,61,57,67,29,57,54,35,38,42,46,48,52,52,7,15,10,12,6,20.498614958448755,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
J. Siaj,26,188,87,53,56,3,2,60,54,37,48,19,61,28,56,59,40,39,49,35,31,26,45,64,57,54,45,47,54,68,51,78,55,28,16,45,49,57,40,11,18,12,6,12,14,6,11,24.615210502489816,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
T. Ikoba,18,193,89,53,69,2,2,73,50,34,44,21,62,20,54,58,42,48,42,27,20,30,44,66,79,48,46,39,50,69,36,80,39,50,16,54,44,57,48,19,15,17,15,8,9,10,11,23.89325887943301,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
A. Emakhu,18,172,72,53,74,3,2,74,53,38,53,17,48,34,56,44,41,46,51,43,26,31,53,75,73,63,53,42,53,64,54,50,47,30,14,54,44,62,52,11,17,13,8,9,9,11,6,24.337479718766904,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
A. Sorenson,19,168,57,53,65,2,2,63,26,41,50,50,48,42,23,44,46,24,49,28,30,37,37,68,58,79,49,88,24,58,62,40,28,48,47,37,40,36,35,48,56,53,11,7,9,13,12,20.19557823129252,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
A. Crivac,20,191,73,53,69,2,2,71,39,47,47,53,51,32,36,41,55,53,38,30,31,48,58,73,70,67,37,48,54,66,58,56,33,28,53,23,54,27,40,54,55,51,12,8,14,5,12,20.010416381129904,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
D. Meitei,28,175,65,53,53,3,2,66,32,43,50,48,59,48,26,35,44,28,49,45,36,43,45,67,66,66,45,71,42,75,60,61,36,47,46,32,37,32,36,50,51,53,7,13,11,6,7,21.22448979591837,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
H. Abraham,21,186,75,52,65,3,2,66,41,51,57,44,58,41,40,43,56,44,60,46,39,55,54,67,66,62,56,55,45,56,58,60,35,52,42,44,52,45,50,44,44,45,8,9,12,10,10,21.678806798473808,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
R. Jones,26,196,89,52,53,2,2,50,53,36,48,25,72,28,55,64,38,46,51,28,27,27,46,46,54,47,46,32,53,68,61,86,51,51,24,45,49,57,47,18,22,21,8,6,11,12,7,23.167430237401085,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
P. Shrivas,25,180,73,52,56,4,2,64,28,40,45,48,63,51,27,35,43,24,52,34,29,25,31,64,64,53,47,64,29,59,65,67,24,52,47,46,37,39,37,48,53,51,14,7,6,8,14,22.530864197530864,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
S. Anaku,21,177,70,52,60,3,2,54,58,40,49,18,45,30,64,56,48,39,48,37,30,31,46,56,53,51,48,72,51,69,50,47,53,29,10,49,47,70,44,12,17,16,9,7,15,14,5,22.34351559258195,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Sala,17,180,73,52,72,2,2,61,36,47,50,47,53,37,33,42,58,38,46,34,37,54,54,59,62,55,53,66,45,60,48,56,35,52,45,30,39,39,39,41,54,53,6,7,10,10,7,22.530864197530864,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
José Aguilar,21,170,64,52,66,3,2,62,40,51,55,50,43,41,36,50,59,28,51,39,40,52,54,63,62,72,54,83,51,57,51,34,37,54,52,38,51,48,45,46,50,53,8,10,9,8,12,22.145328719723185,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
J. Karadogan,18,177,80,52,66,3,2,64,43,50,55,43,53,40,42,41,55,38,51,40,44,50,57,66,63,69,51,67,44,44,56,53,47,50,44,51,53,38,43,39,47,42,8,12,8,9,9,25.53544639152223,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
K. Paulsen,18,192,82,52,74,2,2,54,25,30,31,55,52,25,19,45,32,25,22,28,30,24,30,52,55,43,43,57,42,65,34,60,18,49,54,27,35,41,46,54,58,59,9,12,14,11,8,22.24392361111111,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Jobe,19,185,77,52,63,3,2,67,23,32,39,51,61,21,17,48,39,26,32,27,26,33,36,68,66,61,48,55,30,74,50,71,22,48,50,27,33,39,46,51,52,50,13,11,13,14,6,22.4981738495252,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
O. Tipton,18,185,74,52,67,3,2,53,42,39,37,52,55,35,40,48,44,36,31,37,33,48,37,52,53,49,51,51,55,68,55,53,29,59,52,33,31,65,48,52,54,52,13,13,15,11,11,21.62162162162162,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Kim Ryun Seong,20,175,62,52,66,2,2,61,35,41,48,46,48,51,29,38,42,31,51,35,30,46,38,64,59,56,51,68,56,53,58,39,26,59,49,51,32,36,35,46,46,51,13,14,12,10,13,20.244897959183675,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
D. Davies,17,180,76,52,69,3,2,73,33,39,48,47,58,44,34,42,40,25,44,34,26,40,42,72,74,70,52,67,32,59,63,57,30,53,47,40,38,32,43,48,47,46,13,7,7,12,5,23.456790123456788,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
R. Fay,19,168,71,52,60,2,2,66,49,52,56,47,56,48,49,43,55,41,55,51,46,52,52,62,69,64,53,79,52,56,58,55,48,56,45,45,53,45,51,48,49,44,10,11,7,11,7,25.15589569160998,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
S. McSweeney,24,180,77,52,54,3,2,51,51,52,52,35,52,47,52,51,54,46,52,53,54,51,51,52,51,59,53,49,53,54,55,52,48,49,22,56,51,53,53,44,31,26,15,6,6,9,9,23.76543209876543,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Z. Guinan,18,185,80,52,70,3,2,62,51,37,47,16,54,30,52,51,42,43,44,36,30,27,48,61,63,53,49,64,56,64,52,57,46,48,15,53,46,57,46,11,10,12,15,13,11,7,11,23.37472607742878,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
A. Longmire,22,191,86,52,60,2,2,63,25,29,29,53,64,21,21,41,34,27,22,24,27,27,28,62,64,47,41,43,31,66,56,77,24,43,49,23,30,39,37,51,61,54,11,13,15,15,11,23.573915188728375,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
C. Maxim,19,175,70,52,70,3,2,71,26,38,48,47,58,42,24,37,38,28,47,33,32,33,44,72,70,67,51,47,29,56,60,59,22,52,47,42,41,39,36,44,52,48,7,13,8,13,5,22.857142857142858,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
J. McManus,17,175,68,52,70,3,2,67,37,45,49,49,56,37,32,43,51,38,46,38,32,48,50,65,68,53,50,74,52,63,62,54,31,51,48,53,47,36,41,48,54,49,9,13,13,12,6,22.20408163265306,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
T. Streller,19,182,73,52,68,3,2,57,40,51,55,56,56,41,36,51,57,35,55,40,42,55,55,59,55,60,49,63,57,62,51,55,33,62,56,39,51,42,45,54,59,55,7,10,6,10,6,22.03840115928028,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Tavora,26,169,67,52,56,3,2,70,48,48,50,49,64,49,46,43,49,51,45,48,47,47,48,69,71,66,50,75,50,59,63,67,52,59,49,47,44,43,43,50,49,48,5,6,14,14,13,23.458562375266972,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Diba,18,192,82,52,67,3,2,71,43,48,52,45,64,38,34,52,59,39,52,41,37,54,56,63,77,56,48,43,57,55,61,70,51,56,39,51,40,41,41,38,52,53,11,9,11,14,14,22.24392361111111,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. George,19,176,72,52,68,2,2,80,48,41,51,18,48,31,53,40,47,40,46,41,28,31,49,78,81,76,55,72,45,51,53,50,40,34,17,58,50,51,42,16,14,20,10,6,14,11,10,23.243801652892564,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
M. Edwards,21,191,80,52,62,2,2,55,27,32,32,52,65,28,20,52,38,26,22,21,28,33,35,56,55,50,40,41,47,68,63,71,20,52,48,29,26,30,43,52,54,50,11,8,9,13,13,21.92922343137524,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Al Hassan,18,186,76,52,73,3,2,76,35,45,49,50,67,37,31,49,50,32,50,36,36,48,48,72,79,52,41,61,44,59,60,70,36,71,53,35,44,41,39,47,49,53,9,12,7,15,15,21.967857555786797,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Dávila,22,170,68,52,61,3,2,62,46,47,52,57,50,44,48,49,52,38,51,32,39,48,54,61,62,51,45,72,41,72,59,43,48,53,50,49,47,39,47,55,64,62,6,6,11,10,13,23.529411764705884,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
A. Kasumovic,20,185,79,52,65,4,2,72,49,37,52,18,58,26,54,49,41,41,51,38,28,32,49,70,73,62,52,56,45,63,55,70,43,31,12,49,49,55,48,12,18,14,11,5,6,9,8,23.08254200146092,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Iordache,17,180,75,52,72,2,2,68,46,47,52,55,62,30,44,51,55,32,49,35,33,48,50,65,71,62,58,60,55,68,60,65,45,56,57,46,55,42,48,55,55,54,11,9,11,12,7,23.148148148148145,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
C. Heaney,21,178,67,52,63,3,2,65,51,47,53,31,39,51,56,39,48,44,56,41,30,41,51,69,62,51,38,72,60,35,38,44,35,30,24,46,49,54,44,23,41,26,14,8,12,8,9,21.146319909102385,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
C. Gavilán,18,181,64,52,69,2,2,65,50,50,49,36,55,43,50,60,59,38,48,35,35,54,43,63,67,58,53,70,57,64,59,50,45,58,37,57,48,50,49,30,31,43,10,10,11,8,15,19.53542321662953,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
O. Gallagher,17,188,79,52,69,3,2,64,41,50,53,41,57,39,41,47,57,39,51,41,49,51,52,68,60,57,50,73,40,63,69,54,42,49,42,51,51,40,43,39,39,46,9,7,12,7,7,22.35174287007696,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
F. Al Dawsari,20,170,69,52,66,3,2,67,47,50,53,44,57,51,48,29,52,40,52,47,43,47,50,66,68,63,49,67,45,46,56,63,47,44,45,50,49,45,49,46,48,43,12,8,11,7,11,23.87543252595156,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
J. Morris,23,187,80,52,61,3,2,65,25,33,49,51,57,40,26,38,33,23,51,31,35,26,39,64,65,66,55,54,22,56,55,60,21,51,53,41,31,37,39,53,52,53,15,11,10,12,10,22.877405702193368,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Chakladar,24,180,74,52,57,3,2,60,27,34,47,53,56,36,26,46,34,28,46,29,25,29,43,63,57,54,51,64,23,57,57,59,27,48,56,37,37,37,38,55,53,51,10,9,12,11,8,22.839506172839503,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
E. Brienza,20,178,79,52,69,2,2,67,54,38,52,19,53,30,60,49,42,49,52,33,31,31,51,69,65,62,45,63,53,66,50,61,45,34,15,51,46,52,41,19,15,10,10,11,15,13,14,24.933720489837143,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
T. Al Mutairi,21,174,70,52,61,3,2,76,50,36,52,17,57,33,54,51,43,43,53,31,32,30,50,74,77,60,43,66,49,63,60,56,42,53,12,51,34,47,38,11,14,21,7,14,9,15,5,23.120623596247853,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
M. Al Khaibari,20,181,77,52,60,3,2,58,23,34,32,51,63,20,16,50,43,26,22,24,38,37,35,58,58,46,44,63,37,67,55,72,19,47,53,27,31,30,41,50,52,48,14,10,12,11,13,23.503556057507403,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
C. Schmidt,20,189,80,52,61,2,2,50,54,37,45,24,58,23,59,64,45,45,42,31,28,37,48,51,49,49,47,48,55,69,55,61,45,51,24,49,41,54,45,22,16,18,7,10,12,12,6,22.395789591556788,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
N. Al Hadhood,20,175,65,52,61,3,2,59,34,48,50,49,57,38,32,38,52,31,46,40,41,50,51,61,57,58,45,74,39,55,50,57,36,64,50,33,51,35,40,51,48,57,9,9,7,13,12,21.22448979591837,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Hakku,27,184,70,52,54,2,2,49,24,36,37,51,64,39,19,50,40,27,32,21,21,41,38,47,50,43,45,45,34,73,64,70,24,49,52,22,30,32,39,51,51,52,10,12,5,7,13,20.6758034026465,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
H. Antonay,22,170,61,52,59,4,2,74,26,40,46,48,48,42,24,45,41,26,42,34,29,40,41,77,72,70,49,80,28,68,59,42,21,45,47,42,40,31,35,47,50,48,10,13,11,14,13,21.10726643598616,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
N. Al Bishi,20,175,69,52,61,3,2,67,41,52,55,34,44,41,43,33,60,39,53,49,36,55,54,61,72,53,53,81,47,54,44,47,32,35,24,40,53,44,51,40,34,36,14,12,15,5,7,22.53061224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
J. Johnson,17,180,71,52,69,2,2,67,45,50,53,47,58,40,39,40,54,36,49,47,40,52,51,66,67,65,52,68,54,50,59,61,49,51,51,47,53,47,53,45,47,48,10,6,12,6,13,21.91358024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
B. Al Hurayji,22,175,68,52,60,3,2,58,35,52,55,37,52,38,32,39,57,39,49,41,42,56,56,54,61,78,49,67,42,68,42,57,31,46,24,43,57,34,57,39,41,44,8,6,8,8,8,22.20408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Florescu,20,180,65,52,61,2,2,72,51,40,52,19,46,25,54,51,46,35,52,38,33,34,50,75,69,59,47,60,50,59,56,42,45,42,19,50,53,62,47,14,12,19,12,14,10,13,7,20.061728395061728,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Castilla,17,173,59,52,72,2,3,57,48,47,57,46,45,41,51,44,46,30,55,53,33,43,60,55,58,57,50,78,46,65,66,30,49,50,45,54,58,38,52,48,45,45,9,9,12,8,9,19.71332152761536,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
D. Rența,18,182,73,52,66,3,2,61,36,44,46,50,58,30,25,50,55,37,40,36,38,50,48,59,63,56,53,62,54,64,59,56,46,58,48,30,39,31,39,48,53,51,14,8,7,7,7,22.03840115928028,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
G. Asomani,23,168,61,52,62,2,2,57,29,47,53,49,47,37,26,43,58,28,48,32,39,51,53,61,54,68,53,87,37,56,59,37,27,53,49,29,39,39,39,52,48,47,5,12,14,8,11,21.612811791383223,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
Hong Jang Woo,20,175,70,52,62,3,3,71,42,46,54,43,47,53,33,38,46,45,56,47,40,42,48,68,73,64,49,68,48,49,56,45,51,42,43,51,41,45,38,40,48,44,15,8,8,13,11,22.857142857142858,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
B. Curtis,18,183,73,52,67,3,2,62,29,37,41,52,57,27,25,49,49,28,38,28,29,41,39,63,62,53,49,47,38,65,55,57,30,55,50,24,26,30,43,50,55,52,14,15,8,8,13,21.798202394816204,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
O. Larraz,20,178,63,52,66,3,2,57,42,49,58,45,48,42,41,36,51,36,55,46,42,58,62,59,55,60,47,74,48,55,50,50,36,40,49,46,50,47,51,44,49,40,9,13,8,13,12,19.883853048857468,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Lee Joon Ho,19,186,84,52,65,3,2,52,53,36,46,19,54,30,56,56,37,50,46,41,35,30,44,51,53,44,50,52,53,53,49,63,48,38,15,53,43,53,46,16,15,13,7,12,7,9,12,24.280263614290668,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
M. Rakip,22,173,66,52,59,3,2,73,25,38,44,45,64,40,18,40,41,25,35,34,25,32,41,71,74,73,44,74,39,73,71,62,24,58,50,31,38,31,46,44,46,44,5,10,7,12,13,22.052190183434128,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
C. Mutawe,21,184,60,52,55,3,2,61,29,39,46,55,49,32,29,54,45,28,43,28,29,49,46,64,58,52,48,61,33,74,52,49,24,40,55,34,35,34,45,54,56,52,13,15,10,8,13,17.72211720226843,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
B. Brooks,18,178,74,52,68,3,2,68,45,52,56,45,48,45,43,39,55,41,52,48,40,54,55,67,68,70,52,67,48,56,44,53,50,40,46,46,54,42,53,42,48,45,7,7,8,15,6,23.355636914530997,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
H. McHugh,19,179,75,52,67,3,2,73,44,54,56,40,48,51,42,38,57,36,53,42,50,54,54,72,74,72,52,68,47,63,53,45,45,45,36,50,55,49,54,44,40,40,9,8,12,10,11,23.40750912892856,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
T. Geris,19,175,68,52,68,3,2,54,56,39,47,20,46,31,64,58,48,39,41,38,28,29,44,55,54,59,53,76,47,66,59,44,53,30,16,47,42,64,50,13,17,18,6,6,7,6,12,22.20408163265306,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Scanlon,18,172,70,52,62,3,2,67,46,52,55,43,51,46,42,40,56,44,53,39,42,54,51,69,65,72,52,74,53,56,49,50,46,55,46,53,53,40,50,42,45,40,7,13,14,7,5,23.661438615467823,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Skjold,19,168,65,52,69,2,3,64,46,51,59,31,40,48,44,35,53,41,54,53,42,53,58,65,63,84,35,81,56,50,48,34,43,42,25,48,51,46,61,34,28,38,8,7,8,6,13,23.030045351473927,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Al Mosabbah,20,170,65,52,64,3,2,58,41,49,53,49,54,41,37,45,53,27,51,33,49,50,54,59,57,54,49,66,48,57,48,58,43,50,51,48,51,42,45,49,50,47,13,13,12,12,8,22.49134948096886,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
A. Nolan,19,182,75,52,66,3,2,64,43,52,50,36,52,44,41,42,56,40,46,49,43,55,50,63,65,62,55,55,46,56,50,56,42,44,24,46,56,46,59,35,39,43,7,9,12,6,6,22.6421929718633,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Chen Yajun,23,182,65,52,59,3,2,74,35,49,56,51,49,32,33,46,58,33,50,39,33,52,55,68,78,79,60,69,47,70,53,42,27,54,51,43,53,38,44,56,47,48,11,8,7,6,9,19.623233908948198,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
Z. Sapsford,19,178,70,52,62,2,2,78,48,41,55,30,46,32,58,53,43,34,50,37,32,40,55,80,77,77,47,65,45,47,66,41,33,35,20,43,50,58,53,32,30,25,8,14,13,12,15,22.093170054286077,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Hrezdac,20,182,73,52,64,2,2,66,35,41,48,52,57,31,30,42,51,33,37,25,39,41,48,67,66,73,61,66,47,64,67,63,36,29,48,38,37,33,56,53,57,55,9,12,10,11,10,22.03840115928028,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
Hu Hetao,18,173,65,52,69,3,2,61,27,34,48,48,54,46,26,35,29,23,48,33,34,28,38,60,62,63,53,72,24,63,70,45,25,52,53,46,36,38,39,48,49,47,13,12,11,13,6,21.71806608974573,0,0,0,0,0,0,0,1,0,0,0,0,0,Baja
D. Kanu,17,180,65,52,72,3,2,70,51,37,50,20,48,25,54,53,44,42,48,36,28,32,50,68,72,56,48,71,51,65,58,51,43,26,14,51,44,60,41,18,16,19,13,7,11,7,10,20.061728395061728,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
Wen Junjie,25,184,72,52,56,2,2,61,24,29,31,54,59,22,19,49,34,25,28,23,28,26,25,62,60,44,41,57,39,73,55,65,19,45,53,20,31,37,38,53,56,53,8,10,10,9,15,21.26654064272212,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
T. Campbell,18,172,65,52,65,3,2,75,47,42,56,24,40,43,49,27,42,41,54,35,35,39,52,73,77,77,42,82,49,42,47,40,41,31,21,44,48,48,46,21,29,24,8,9,8,12,12,21.97133585722012,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
Woo Min Geol,22,176,69,52,61,3,2,62,25,33,51,49,56,39,20,40,33,21,54,27,26,23,42,62,62,58,49,74,27,57,68,51,27,51,47,48,36,38,34,47,53,52,10,15,7,8,7,22.27530991735537,0,0,0,0,0,0,0,0,1,0,0,0,0,Baja
S. Pereira,24,172,61,52,59,2,2,60,28,42,50,47,50,45,24,39,47,24,47,46,32,43,50,62,59,54,52,82,32,61,56,46,27,52,45,49,30,32,36,47,51,50,6,6,6,11,5,20.61925365062196,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
L. D'Cunha,24,177,64,52,58,2,2,61,26,36,46,51,59,46,24,36,34,25,45,43,29,25,42,64,58,63,46,68,26,74,56,59,25,57,50,46,40,29,32,52,54,52,11,13,8,9,8,20.428357113217785,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
H. Furayj,19,178,70,52,64,3,2,57,25,38,31,53,59,30,18,53,48,25,23,27,23,42,30,60,55,47,44,60,38,62,57,66,24,45,52,24,30,32,38,53,54,51,12,5,12,10,11,22.093170054286077,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
N. Naorem,22,172,68,52,60,4,2,73,47,46,53,31,54,46,48,41,48,40,52,53,38,46,51,71,75,68,38,75,50,60,57,55,44,45,30,48,45,44,41,25,34,34,7,14,13,10,9,22.985397512168745,0,0,0,0,0,0,0,0,0,1,0,0,0,Baja
G. Cowmeadow,18,185,70,52,63,3,2,71,51,38,54,15,45,31,55,47,44,41,51,31,28,30,54,74,69,63,48,78,49,56,52,47,47,30,14,50,44,59,46,10,11,15,7,5,8,9,5,20.45288531775018,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
J. Carter,17,168,59,52,64,3,2,76,37,40,52,44,46,47,33,39,40,30,49,40,36,33,44,77,75,83,45,86,42,70,64,35,39,43,46,41,39,39,38,44,46,43,7,8,11,8,8,20.904195011337876,0,0,0,0,0,0,0,0,0,0,0,1,0,Baja
A. Badolato,17,170,70,52,68,1,2,74,51,37,50,18,50,32,58,53,36,34,43,37,32,32,49,73,74,70,50,82,45,66,71,47,44,28,12,53,48,58,47,16,14,14,13,8,13,14,13,24.221453287197235,0,0,0,0,0,0,0,0,0,0,0,0,1,Baja
D. Norris,19,177,65,52,63,4,3,62,48,47,54,38,49,49,50,43,48,44,55,45,45,43,48,61,62,69,50,68,50,52,54,49,44,41,29,48,48,48,41,30,48,44,14,12,12,13,6,20.747550193111813,0,0,0,0,0,1,0,0,0,0,0,0,0,Baja
B. Schieber,18,189,81,52,66,3,2,53,24,36,34,52,59,30,18,49,46,31,25,29,30,32,37,51,55,45,48,49,38,66,58,63,17,47,53,28,31,33,39,50,56,51,6,12,9,12,5,22.67573696145125,1,0,0,0,0,0,0,0,0,0,0,0,0,Baja
M. Delyfer,17,170,70,52,69,3,2,61,35,49,52,48,50,43,30,51,57,29,53,40,34,52,49,64,59,52,54,79,50,61,50,46,30,56,49,38,43,45,39,44,48,55,14,14,11,9,13,24.221453287197235,0,1,0,0,0,0,0,0,0,0,0,0,0,Baja
S. Asiri,21,172,64,52,62,3,2,65,46,49,52,34,50,46,47,40,51,39,53,42,44,49,49,66,64,52,48,60,46,57,50,55,45,38,38,46,50,51,48,32,34,23,15,7,13,13,6,21.63331530557058,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
W. Jenkins-Davies,17,180,75,52,65,3,2,66,43,52,52,45,51,41,43,37,56,41,48,43,46,55,54,67,65,53,52,70,42,53,44,55,45,48,45,44,57,47,55,48,47,40,14,14,12,13,10,23.148148148148145,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
P. Kindberg,19,176,62,52,65,2,2,66,31,45,51,48,46,50,28,44,51,35,48,45,32,44,50,64,67,72,38,73,38,66,52,40,28,48,46,35,35,35,42,46,51,50,9,6,7,8,12,20.0154958677686,0,0,0,0,1,0,0,0,0,0,0,0,0,Baja
J. Hopkins,18,188,74,52,72,3,3,61,38,51,50,39,58,40,32,42,61,36,45,37,34,53,56,60,62,55,55,56,48,58,58,60,34,52,42,60,51,41,47,36,39,41,7,5,8,7,12,20.937075599818925,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja
