Name,Age,Height,Weight,Overall,Potential,BestPosition,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,GK,Clasificación Habilidad
M. Kablan,22,192,86,55,67,GK,3,1,53,54,50,58,29,53,13,7,14,19,9,9,14,12,20,16,32,25,25,55,28,38,35,19,60,9,24,10,6,22,15,33,7,14,14,53,54,50,53,58,23.32899305555556,1,Baja
D. Kaya,22,191,83,55,65,GK,2,1,56,56,57,61,19,50,11,5,12,35,6,4,11,11,25,17,21,15,29,43,43,43,60,22,35,7,22,12,7,30,12,32,10,12,12,56,56,57,50,61,22.75156931005181,1,Baja
M. Tollefsen,22,190,82,55,63,GK,2,1,56,54,56,58,33,53,13,10,15,29,11,10,13,15,24,20,32,34,38,40,39,42,48,25,48,10,23,12,12,35,18,35,14,13,13,56,54,56,53,58,22.71468144044321,1,Baja
L. Sy,18,182,75,55,67,GK,2,1,55,56,53,59,19,51,12,8,12,26,7,11,11,10,24,14,17,22,21,47,43,40,56,20,43,8,23,13,5,32,13,37,7,13,11,55,56,53,51,59,22.6421929718633,1,Baja
S. Tangvik,19,185,75,55,73,GK,2,1,55,53,58,57,61,53,14,10,10,27,11,14,14,15,32,22,60,62,49,45,45,44,64,25,54,10,20,13,9,52,16,35,12,14,14,55,53,58,53,57,21.91380569758948,1,Baja
L. Isherwood,19,193,76,55,64,GK,2,1,53,55,58,56,29,53,13,8,12,22,5,14,14,12,21,11,31,27,21,52,29,44,33,19,52,8,27,13,7,38,15,38,5,12,13,53,55,58,53,56,20.403232301538296,1,Baja
A. Makatounakis,18,186,74,55,67,GK,4,1,59,56,55,55,23,56,11,6,10,31,6,9,10,10,25,14,18,31,34,35,37,41,51,17,51,5,22,6,3,40,14,31,7,11,8,59,56,55,56,55,21.389756041160823,1,Baja
N. Bilokapic,19,196,75,55,72,GK,3,1,56,54,56,56,19,55,10,9,13,23,7,8,12,14,23,12,22,15,22,42,25,42,40,17,59,7,16,14,5,29,16,39,9,14,13,56,54,56,55,56,19.523115368596414,1,Baja
N. Bagnolini,18,193,78,55,73,GK,1,1,52,57,60,56,34,53,9,8,9,32,7,11,9,15,28,18,31,38,32,44,41,45,52,30,67,8,22,9,9,32,18,30,7,12,12,52,57,60,53,56,20.94015946736825,1,Baja
E. Çetin,19,188,82,55,71,GK,2,1,57,55,47,61,30,50,13,5,10,25,9,10,10,10,28,17,33,26,25,40,38,35,41,16,57,7,16,6,5,39,10,38,8,12,14,57,55,47,50,61,23.20054323223178,1,Baja
R. Brush,37,185,86,55,55,GK,3,1,55,54,55,56,51,52,16,17,10,23,17,11,10,14,43,17,51,52,52,48,49,41,55,25,59,12,36,18,16,14,19,57,18,13,10,55,54,55,52,56,25.127830533235937,1,Baja
A. Hawsawi,25,186,86,55,61,GK,3,1,56,54,52,56,30,53,13,10,13,25,7,13,14,12,18,14,30,29,37,48,40,39,47,20,58,9,24,12,9,35,18,40,6,14,12,56,54,52,53,56,24.858365128916635,1,Baja
L. Healy,22,180,80,55,59,GK,2,1,53,59,58,51,52,50,14,22,10,33,5,21,10,38,44,22,50,55,55,55,56,44,65,42,65,9,41,33,8,46,43,35,22,10,14,53,59,58,50,51,24.69135802469136,1,Baja
B. House,23,183,70,55,60,GK,3,1,59,58,54,56,26,46,14,9,12,16,7,11,12,12,19,19,21,33,21,50,46,41,51,16,40,9,24,13,5,31,13,26,10,14,11,59,58,54,46,56,20.902385858042937,1,Baja
M. Nawaz,22,174,70,55,64,GK,3,1,56,51,54,61,39,51,10,9,11,24,6,10,10,14,22,17,37,43,60,51,61,41,74,26,25,6,19,7,5,49,14,30,8,12,12,56,51,54,51,61,23.120623596247853,1,Baja
T. Chatelain,22,187,75,55,63,GK,2,1,56,54,53,55,20,57,11,7,12,19,5,9,14,11,25,16,23,15,31,41,49,40,64,16,41,7,28,7,5,36,19,24,7,12,14,56,54,53,57,55,21.447567845806283,1,Baja
F. Kramarz,18,188,78,55,68,GK,2,1,50,57,53,57,43,55,12,7,12,21,5,7,14,14,19,16,47,38,35,46,44,40,56,33,50,9,25,9,5,36,16,25,9,11,11,50,57,53,55,57,22.068809416025356,1,Baja
J. Peitzmeier,21,190,83,55,64,GK,3,1,59,58,54,51,28,53,14,6,12,26,7,6,10,11,15,17,33,21,37,46,26,41,37,18,62,5,24,10,5,30,11,35,7,11,11,59,58,54,53,51,22.99168975069252,1,Baja
R. Sava,20,195,83,55,70,GK,2,1,58,54,44,60,25,50,11,8,12,24,9,5,11,12,17,12,23,29,32,44,22,33,38,28,58,5,25,9,4,29,10,36,6,11,14,58,54,44,50,60,21.827744904667984,1,Baja
K. Moore,19,184,80,55,62,GK,3,1,56,53,49,55,47,53,20,15,14,44,15,15,39,30,35,35,45,50,49,50,55,37,59,45,70,15,45,24,15,51,30,39,24,25,22,56,53,49,53,55,23.62948960302457,1,Baja
L. Webb,20,185,76,55,68,GK,2,1,57,53,54,55,26,55,14,6,14,15,9,8,14,13,21,16,29,22,30,48,47,41,58,18,48,6,17,6,6,46,13,32,7,14,13,57,53,54,55,55,22.205989773557334,1,Baja
M. Rongier,20,185,75,55,69,GK,3,1,59,54,56,56,29,53,11,9,12,25,7,6,14,13,24,13,32,24,29,45,47,42,55,24,46,10,22,9,6,30,18,20,9,10,11,59,54,56,53,56,21.91380569758948,1,Baja
Shi Chenglong,23,185,76,55,63,GK,3,1,56,56,55,54,24,54,31,20,19,27,19,17,13,16,31,36,22,28,35,45,42,41,62,45,57,12,21,7,11,55,26,32,9,23,25,56,56,55,54,54,22.205989773557334,1,Baja
J. Dewsnup,18,185,73,55,70,GK,3,1,58,58,45,53,20,52,10,8,13,19,7,8,14,10,24,13,17,24,29,44,23,34,32,28,61,9,16,13,4,33,16,22,8,11,12,58,58,45,52,53,21.32943754565376,1,Baja
M. Braune,19,185,76,55,67,GK,3,1,59,56,52,60,28,48,13,8,12,27,5,5,11,10,17,17,28,28,39,40,36,39,51,17,57,7,25,7,5,31,18,22,8,13,11,59,56,52,48,60,22.205989773557334,1,Baja
M. Beernaert,19,189,84,55,69,GK,2,1,59,50,51,55,34,59,14,6,13,27,7,8,11,12,17,10,36,30,40,45,36,38,56,19,54,5,25,13,8,36,12,38,6,12,13,59,50,51,59,55,23.515579071134628,1,Baja
B. Al Enazi,22,178,70,55,63,GK,3,1,56,52,56,59,42,56,14,8,12,41,8,11,21,13,35,16,42,41,38,42,45,42,58,26,44,15,30,8,9,48,16,38,9,13,10,56,52,56,56,59,22.093170054286077,1,Baja
E. Canpolat,21,194,85,55,69,GK,3,1,59,51,51,50,23,58,11,6,11,26,5,5,12,12,15,19,27,17,33,48,25,38,32,28,61,5,22,7,7,33,14,21,8,12,12,59,51,51,58,50,22.58475927303645,1,Baja
B. Grawe,22,190,88,55,64,GK,3,1,59,56,54,59,35,47,11,6,13,23,7,8,9,10,21,17,31,40,33,44,47,41,64,28,62,6,24,9,6,21,12,38,8,15,13,59,56,54,47,59,24.37673130193906,1,Baja
W. Sibon,18,180,75,55,67,GK,2,1,54,58,49,56,31,55,14,7,14,23,8,5,11,10,17,17,32,30,23,39,47,37,63,18,51,8,20,13,4,34,15,34,7,11,12,54,58,49,55,56,23.148148148148145,1,Baja
Y. Boyar,23,190,79,55,63,GK,3,1,54,53,55,62,24,56,14,8,11,20,5,9,13,14,29,16,30,15,25,40,26,41,32,28,63,8,19,14,6,31,16,33,6,10,14,54,53,55,56,62,21.88365650969529,1,Baja
K. Singh,26,185,80,55,59,GK,3,1,55,50,53,57,34,52,10,9,13,20,5,5,12,12,23,13,35,32,24,54,44,40,58,28,56,6,28,10,7,34,12,29,7,12,13,55,50,53,52,57,23.37472607742878,1,Baja
L. Petzold,20,188,70,55,65,GK,4,1,56,54,59,56,40,58,12,7,14,29,9,8,11,19,14,39,41,39,21,39,21,44,44,29,51,11,37,19,11,41,21,34,11,14,12,56,54,59,58,56,19.80534178361249,1,Baja
V. Andersson,18,189,84,55,72,GK,3,1,53,57,55,58,27,52,10,6,14,17,7,10,14,13,26,14,27,26,35,48,38,41,50,28,65,8,28,15,8,39,16,23,9,12,11,53,57,55,52,58,23.515579071134628,1,Baja
C. Addai,24,203,77,55,60,GK,2,1,56,52,53,57,22,53,12,6,12,23,5,6,12,12,24,11,22,22,23,50,22,40,37,19,42,8,19,9,8,31,12,31,18,13,13,56,52,53,53,57,18.68523866145745,1,Baja
J. Hammel,21,185,84,55,64,GK,2,1,58,54,55,57,18,49,15,7,11,31,6,7,12,11,24,19,18,19,28,46,44,41,60,25,60,5,29,12,5,28,15,25,7,14,13,58,54,55,49,57,24.543462381300216,1,Baja
E. Kirkman,19,184,84,54,62,GK,3,1,54,51,56,55,28,50,12,9,10,23,5,14,12,14,25,10,29,27,39,51,46,42,55,24,56,8,17,14,8,28,13,28,9,10,13,54,51,56,50,55,24.8109640831758,1,Baja
R. Dagar,29,185,80,54,54,GK,2,1,54,55,53,52,28,54,11,8,11,29,9,10,13,13,23,14,26,30,27,43,43,40,56,28,46,6,22,12,8,27,11,24,7,14,12,54,55,53,54,52,23.37472607742878,1,Baja
S. Jansen,17,192,78,54,68,GK,2,1,58,54,58,55,17,46,20,11,12,27,8,18,17,11,21,15,16,18,22,48,53,44,58,21,51,10,19,8,9,40,17,33,9,13,11,58,54,58,46,55,21.158854166666668,1,Baja
A. Gülstorff,19,181,75,54,68,GK,3,1,55,52,51,56,43,52,14,10,10,26,9,15,15,11,29,20,42,44,45,45,47,38,65,20,48,10,21,10,6,25,18,25,9,12,14,55,52,51,52,56,22.89307408198773,1,Baja
M. Ree,18,182,74,54,73,GK,2,1,55,54,57,52,23,52,14,5,14,17,5,11,14,12,27,14,27,16,23,47,49,43,57,22,47,6,25,9,4,28,17,39,5,14,13,55,54,57,52,52,22.34029706557179,1,Baja
C. dos Santos,21,194,85,54,65,GK,2,1,55,53,54,53,27,53,11,9,14,23,7,9,12,11,20,10,26,29,22,52,23,41,36,25,68,6,24,12,4,37,18,23,9,12,11,55,53,54,53,53,22.58475927303645,1,Baja
C. Andersson,17,184,76,54,74,GK,3,1,57,55,54,58,31,52,20,9,12,26,14,13,14,20,30,11,31,30,28,33,45,41,53,29,52,12,20,14,8,31,21,33,9,12,14,57,55,54,52,58,22.448015122873343,1,Baja
V. Angelini,18,186,88,54,73,GK,3,1,50,52,49,58,32,54,14,6,13,20,6,7,10,13,26,13,32,32,23,47,34,37,41,27,56,7,20,13,4,30,14,24,7,12,13,50,52,49,54,58,25.4364666435426,1,Baja
W. Al Enazi,25,191,69,54,57,GK,3,1,55,53,53,56,36,53,13,8,12,23,6,7,14,14,23,12,30,44,35,47,42,40,42,25,54,5,22,10,4,53,16,39,17,12,10,55,53,53,53,56,18.91395520956114,1,Baja
A. Madaliński,16,186,76,54,68,GK,3,1,55,50,50,58,17,57,14,7,13,25,8,5,14,13,17,18,15,21,33,38,34,38,50,28,53,8,22,9,4,27,17,36,9,14,14,55,50,50,57,58,21.967857555786797,1,Baja
J. Sveinhaug,18,185,75,54,70,GK,2,1,55,54,58,56,34,53,15,8,10,28,10,9,15,5,28,17,34,34,38,42,38,44,55,25,55,8,22,10,8,35,15,32,8,12,12,55,54,58,53,56,21.91380569758948,1,Baja
M. Chiacig,18,192,86,54,70,GK,2,1,53,55,58,56,30,49,10,6,12,20,5,6,12,7,17,8,30,31,25,50,34,44,57,20,28,8,22,11,4,30,15,24,6,12,8,53,55,58,49,56,23.32899305555556,1,Baja
D. Puntigam,18,185,75,54,69,GK,3,1,57,51,51,60,22,54,10,7,10,17,6,8,12,10,15,15,26,17,32,36,41,38,59,24,58,5,17,8,5,21,13,23,9,11,12,57,51,51,54,60,21.91380569758948,1,Baja
P. Lachenpa,24,182,78,54,62,GK,1,1,56,53,49,57,28,49,11,9,12,24,6,9,12,13,22,16,24,33,39,46,49,37,56,28,48,8,20,7,7,25,11,35,9,12,10,56,53,49,49,57,23.54788069073783,1,Baja
L. McNicholas,22,191,81,54,63,GK,2,1,56,55,53,56,28,55,11,11,12,20,10,11,13,11,24,12,30,26,33,38,26,40,40,25,57,10,28,13,5,45,12,30,7,13,13,56,55,53,55,56,22.20333872426743,1,Baja
J. Cisternas,19,185,82,54,67,GK,3,1,52,53,55,55,22,53,14,6,13,17,6,12,13,14,20,18,21,24,32,50,45,41,58,26,45,7,28,6,8,37,14,21,7,14,11,52,53,55,53,55,23.959094229364496,1,Baja
L. Øy,18,182,70,54,72,GK,2,1,55,53,53,55,21,50,11,6,13,21,7,7,10,10,29,14,20,22,31,47,47,40,57,28,47,6,26,6,6,37,18,35,8,11,14,55,53,53,50,55,21.132713440405748,1,Baja
M. Michu,28,177,75,54,56,GK,2,1,54,53,52,53,21,55,12,9,13,27,8,8,11,11,25,18,17,26,31,44,42,39,58,23,34,5,22,7,4,35,17,21,6,12,14,54,53,52,55,53,23.93948099205209,1,Baja
M. Ellborg,19,191,84,54,71,GK,1,1,53,54,53,57,41,55,12,5,10,22,5,14,11,11,19,15,39,44,43,42,32,40,48,25,44,6,27,8,6,33,18,39,9,12,11,53,54,53,55,57,23.025684602944,1,Baja
O. Mielcarz,18,198,90,54,72,GK,2,1,54,55,55,53,34,56,15,11,14,31,9,9,15,16,29,18,35,33,27,38,28,41,38,25,72,9,26,10,7,42,18,37,11,12,15,54,55,55,56,53,22.95684113865932,1,Baja
B. Al Bahrani,27,175,78,54,58,GK,2,1,55,55,48,54,27,51,14,6,11,23,5,7,13,12,18,12,29,24,31,50,42,36,57,23,42,6,22,13,5,38,10,48,25,13,13,55,55,48,51,54,25.46938775510204,1,Baja
Hwang In Jae,28,187,73,54,57,GK,3,1,55,56,57,49,26,48,11,15,14,23,17,16,15,13,25,14,28,24,33,55,34,43,45,36,59,18,29,12,18,50,14,31,13,11,12,55,56,57,48,49,20.875632703251448,1,Baja
N. Arvidsson,19,185,75,54,70,GK,2,1,55,52,52,55,31,53,15,8,9,25,9,10,15,13,26,13,32,30,31,45,50,39,54,15,49,6,25,14,10,30,15,25,10,11,12,55,52,52,53,55,21.91380569758948,1,Baja
Y. Sözer,25,188,86,54,58,GK,3,1,56,56,53,52,33,54,10,6,13,27,5,10,12,12,29,16,33,32,34,39,31,40,53,28,64,6,25,10,6,34,15,43,11,12,12,56,56,53,54,52,24.332277048438208,1,Baja
W. Meyer,24,188,79,54,58,GK,1,1,50,52,58,58,25,54,12,6,10,28,6,7,14,10,29,18,26,24,23,44,37,44,42,25,58,6,20,6,6,29,13,21,7,12,14,50,52,58,54,58,22.35174287007696,1,Baja
G. Singh,22,183,80,54,64,GK,3,1,55,53,51,56,29,53,10,5,13,22,5,6,12,12,15,14,27,31,31,43,45,38,56,22,53,9,22,8,6,33,17,33,5,12,11,55,53,51,53,56,23.888440980620494,1,Baja
J. Smith,20,187,76,54,71,GK,2,1,54,54,50,56,19,52,13,9,10,15,9,8,14,14,21,16,19,19,38,48,46,38,64,20,48,8,26,13,5,24,17,37,9,12,12,54,54,50,52,56,21.7335354170837,1,Baja
E. Omeragic,20,195,90,54,70,GK,2,1,60,50,53,55,27,55,15,7,11,23,6,14,13,14,17,12,29,24,28,39,26,40,36,19,62,9,21,13,6,34,12,38,6,13,11,60,50,53,55,55,23.66863905325444,1,Baja
O. Zych,18,191,86,54,73,GK,3,1,56,57,56,54,23,49,14,9,13,24,7,13,13,11,15,15,17,31,29,45,24,42,35,25,62,8,20,8,8,29,15,30,5,11,11,56,57,56,49,54,23.573915188728375,1,Baja
M. Mahoney,20,188,79,54,69,GK,2,1,55,57,45,60,20,49,13,7,12,17,8,7,12,13,26,19,20,19,32,36,39,34,53,20,64,7,20,8,8,38,12,23,8,10,14,55,57,45,49,60,22.35174287007696,1,Baja
Yoo Yeon Soo,24,191,89,54,62,GK,2,1,50,53,60,61,24,50,15,9,12,29,7,14,13,13,25,16,22,28,37,43,29,45,36,20,61,8,25,15,10,28,13,36,12,15,13,50,53,60,50,61,24.39626106740495,1,Baja
L. Schulze-Kökelsum,20,188,84,54,68,GK,3,1,54,53,55,57,26,54,12,8,12,16,7,14,12,13,27,19,23,31,32,45,33,41,53,24,62,7,24,8,7,30,19,29,8,10,14,54,53,55,54,57,23.766410140334997,1,Baja
G. Ciocci,22,193,89,54,61,GK,1,1,61,50,55,57,21,51,13,7,12,24,7,9,8,11,26,11,17,27,22,43,23,41,31,33,74,8,20,15,8,36,12,38,7,12,13,61,50,55,51,57,23.89325887943301,1,Baja
L. Becker,20,193,73,54,66,GK,4,1,54,51,55,57,26,52,14,6,13,23,8,11,13,13,20,12,29,22,31,45,27,41,32,17,60,6,20,15,7,34,14,27,6,10,12,54,51,55,52,57,19.59784155279337,1,Baja
C. Tyler,20,203,89,54,70,GK,2,1,55,52,52,57,26,50,11,7,12,25,5,6,12,14,17,15,24,28,25,49,27,39,34,20,63,6,19,9,7,39,10,23,8,11,14,55,52,52,50,57,21.597223907398877,1,Baja
H. Mociu,20,185,87,54,65,GK,1,1,53,52,52,55,25,54,14,7,14,19,6,5,10,12,22,16,26,23,23,48,51,39,51,26,58,5,24,7,8,33,18,21,7,10,14,53,52,52,54,55,25.4200146092038,1,Baja
Liu Shibo,25,189,78,54,58,GK,2,1,52,56,51,57,34,48,14,16,15,28,18,18,14,11,31,17,33,36,48,51,49,38,55,32,55,19,24,21,18,48,18,38,27,14,13,52,56,51,48,57,21.83589485176787,1,Baja
B. Sunderland,19,185,77,54,67,GK,3,1,59,53,56,58,26,46,12,8,11,21,8,14,14,13,15,18,32,16,23,48,41,42,56,20,54,8,28,8,4,22,12,29,7,13,10,59,53,56,46,58,22.4981738495252,1,Baja
V. Sima,24,190,83,54,61,GK,2,1,56,55,54,56,21,50,13,6,12,16,6,6,12,14,20,11,15,29,32,43,53,41,59,24,51,9,28,7,4,37,10,18,9,11,11,56,55,54,50,56,22.99168975069252,1,Baja
J. Holden,20,196,82,54,67,GK,2,1,53,54,50,55,30,52,14,5,11,27,6,8,10,12,19,11,32,27,27,52,28,38,43,19,57,8,18,12,5,46,16,30,8,10,14,53,54,50,52,55,21.345272802998757,1,Baja
N. James,21,185,78,54,65,GK,3,1,57,54,51,57,26,51,14,5,14,18,5,9,13,10,16,12,32,17,30,41,42,38,60,27,52,9,19,14,6,38,11,33,9,11,11,57,54,51,51,57,22.79035792549306,1,Baja
M. Kowal,19,195,87,54,67,GK,1,1,58,54,57,53,29,51,11,5,12,24,5,10,12,13,22,12,26,33,23,39,26,43,32,20,55,7,27,10,8,22,15,21,8,12,14,58,54,57,51,53,22.87968441814596,1,Baja
A. Lai,21,187,78,54,62,GK,2,1,57,52,54,59,33,53,13,9,9,27,6,8,13,13,21,14,33,34,29,38,42,41,58,30,57,7,25,7,8,28,16,27,7,13,8,57,52,54,53,59,22.305470559638533,1,Baja
I. Boehmer,20,188,84,54,68,GK,1,1,55,51,54,51,17,54,15,10,13,30,10,14,13,13,27,13,16,19,27,50,35,41,43,28,62,10,27,10,8,27,16,39,8,14,15,55,51,54,54,51,23.766410140334997,1,Baja
K. van Oevelen,18,199,84,54,69,GK,5,1,56,52,53,53,30,51,12,9,11,25,8,6,11,12,19,13,29,32,24,49,21,40,35,21,70,8,25,10,5,33,14,27,8,12,14,56,52,53,51,53,21.21158556602106,1,Baja
A. Rodriguez,19,175,75,54,70,GK,1,1,56,52,51,59,25,54,13,9,11,26,6,7,11,10,26,12,28,21,30,34,46,38,63,20,38,6,24,12,8,34,10,25,7,11,9,56,52,51,54,59,24.489795918367346,1,Baja
S. Al Wehimid,24,184,74,54,61,GK,2,1,56,53,49,54,36,53,11,6,11,28,9,7,13,12,15,13,36,37,27,51,45,37,59,23,53,8,27,14,8,41,19,38,16,10,12,56,53,49,53,54,21.85727788279773,1,Baja
J. Chapman,21,185,75,54,66,GK,3,1,58,50,57,58,25,52,12,6,12,29,8,12,10,10,23,19,27,22,25,39,48,43,57,23,46,9,26,7,5,38,18,27,6,10,10,58,50,57,52,58,21.91380569758948,1,Baja
M. Kelly,25,196,86,53,56,GK,2,1,54,53,49,51,29,52,13,11,14,15,19,15,19,13,19,14,30,27,28,46,40,37,52,37,54,11,18,16,19,36,22,32,14,17,16,54,53,49,52,51,22.38650562265723,1,Baja
A. Sorrentino,17,183,80,53,68,GK,2,1,55,50,49,58,29,51,11,8,11,17,6,9,14,10,20,16,27,31,33,43,43,37,51,19,46,9,20,8,6,30,15,39,6,10,14,55,50,49,51,58,23.888440980620494,1,Baja
A. Marcucci,22,191,86,53,60,GK,1,1,54,57,48,54,22,51,13,9,13,34,8,10,12,13,25,18,24,19,22,38,29,36,38,28,70,8,35,12,9,33,11,33,11,13,15,54,57,48,51,54,23.573915188728375,1,Baja
L. Mack,18,185,80,53,67,GK,3,1,55,52,53,56,32,50,13,8,11,20,9,13,12,15,21,16,31,34,32,45,29,40,65,25,57,10,26,11,9,28,17,27,10,14,12,55,52,53,50,56,23.37472607742878,1,Baja
A. Carrera,18,190,68,53,73,GK,2,1,53,53,53,54,29,51,12,8,13,22,6,8,13,13,29,16,30,28,40,50,28,40,34,26,40,8,18,12,6,38,11,21,5,13,12,53,53,53,51,54,18.83656509695291,1,Baja
R. Boulais,20,188,75,53,60,GK,3,1,58,51,51,54,29,52,12,5,12,18,7,14,13,13,29,17,27,33,21,43,34,38,41,22,44,6,24,12,8,29,19,39,5,10,10,58,51,51,52,54,21.22000905387053,1,Baja
E. Piana,18,197,92,53,63,GK,1,1,53,51,51,54,24,52,9,7,11,22,8,13,16,13,25,15,28,17,24,52,28,38,33,19,71,9,27,12,5,26,14,27,11,16,12,53,51,51,52,54,23.70584142853462,1,Baja
P. Klausen,19,185,78,53,68,GK,3,1,55,52,52,55,32,50,12,6,14,18,9,8,11,13,19,16,32,33,30,40,44,39,56,22,40,8,21,9,8,23,17,36,6,10,13,55,52,52,50,55,22.79035792549306,1,Baja
N. Kumar,32,183,80,53,53,GK,3,1,52,52,52,51,29,53,14,8,13,23,6,9,10,14,22,12,27,32,27,51,43,39,57,19,51,5,19,6,5,39,18,22,5,12,10,52,52,52,53,51,23.888440980620494,1,Baja
T. Gardies,21,197,87,53,62,GK,2,1,55,53,56,52,22,54,11,8,13,16,6,8,11,10,20,13,16,30,21,41,27,42,37,26,67,7,16,13,4,24,10,26,5,12,10,55,53,56,54,52,22.41748048133165,1,Baja
B. Dumrath,18,196,91,53,69,GK,2,1,51,58,51,52,27,50,12,6,12,31,7,11,12,10,22,19,31,21,37,47,27,38,35,18,70,7,28,12,4,37,19,33,6,11,13,51,58,51,50,52,23.688046647230323,1,Baja
M. Dehler,18,191,89,53,71,GK,3,1,57,51,48,56,25,49,14,4,11,44,7,11,11,21,31,35,23,27,33,41,21,36,38,29,41,21,41,16,8,44,19,35,11,14,11,57,51,48,49,56,24.39626106740495,1,Baja
J. Chapman,19,183,70,53,64,GK,3,1,55,54,51,53,22,52,10,7,10,18,9,10,12,10,25,17,20,25,31,41,43,38,55,24,54,9,20,6,8,30,17,37,7,12,13,55,54,51,52,53,20.902385858042937,1,Baja
F. Manfrin,18,186,75,53,70,GK,1,1,51,49,53,56,25,52,12,7,11,20,6,11,10,14,18,12,28,20,31,47,37,40,43,21,49,5,26,10,4,28,12,28,6,14,11,51,49,53,52,56,21.678806798473808,1,Baja
J. Pradic,16,190,78,53,75,GK,3,1,54,56,46,50,30,53,10,5,10,17,8,7,14,11,30,17,33,26,31,44,38,35,59,18,61,9,17,9,4,28,19,32,5,11,14,54,56,46,53,50,21.606648199445985,1,Baja
L. Hiemann,23,187,72,53,62,GK,3,1,57,53,45,57,26,50,14,8,13,20,9,13,14,14,22,16,23,30,32,39,44,34,61,22,44,5,20,8,8,28,10,24,18,12,13,57,53,45,50,57,20.58966513197403,1,Baja
A. Sæther,21,197,91,53,63,GK,2,1,55,52,53,54,23,51,13,9,15,26,10,11,12,14,28,15,24,22,36,42,30,40,38,18,58,9,22,12,9,36,17,34,12,13,12,55,52,53,51,54,23.448169239094025,1,Baja
J. Tapia,18,180,75,53,64,GK,3,1,52,55,51,49,21,53,13,7,14,26,7,10,12,10,29,16,17,27,37,50,46,38,57,16,48,9,17,8,5,30,19,27,9,10,11,52,55,51,53,49,23.148148148148145,1,Baja
J. Carney,21,188,75,53,66,GK,3,1,52,54,47,57,32,50,11,7,12,15,7,6,12,10,23,16,30,34,42,44,48,35,60,18,42,8,21,10,5,29,11,27,8,12,13,52,54,47,50,57,21.22000905387053,1,Baja
K. Agro,20,191,90,53,61,GK,2,1,54,56,57,56,23,53,14,8,13,18,6,5,12,14,26,10,29,15,34,33,24,43,31,26,70,5,18,10,5,26,11,25,5,10,14,54,56,57,53,56,24.67037636029714,1,Baja
J. Horz,19,193,82,53,68,GK,3,1,52,54,51,57,24,51,10,5,11,21,7,8,11,9,24,14,26,20,31,45,28,38,41,17,55,5,24,8,4,26,16,30,6,12,10,52,54,51,51,57,22.014013799028163,1,Baja
J. Newman,20,188,70,53,70,GK,2,1,57,55,54,56,23,52,12,9,10,29,5,6,10,14,22,11,24,21,37,31,35,41,44,17,40,8,17,14,6,26,18,24,6,12,14,57,55,54,52,56,19.80534178361249,1,Baja
D. Paraschiv,19,182,70,53,64,GK,2,1,49,54,53,54,21,53,10,6,14,18,9,8,14,14,26,17,19,24,21,48,41,40,62,28,53,7,16,25,7,27,10,37,9,13,13,49,54,53,53,54,21.132713440405748,1,Baja
J. Nielsen,18,188,75,53,71,GK,3,1,58,50,50,56,31,54,14,7,12,25,5,10,14,14,19,20,31,30,28,35,34,38,46,26,42,9,15,7,6,36,17,37,7,13,11,58,50,50,54,56,21.22000905387053,1,Baja
L. Sharma,22,195,80,53,62,GK,1,1,54,52,54,57,26,50,13,8,10,19,9,12,14,12,17,12,22,31,37,39,35,41,42,16,57,9,26,8,6,27,18,34,6,10,14,54,52,54,50,57,21.038790269559502,1,Baja
S. Strand-Kolbjørnsen,18,192,81,53,72,GK,2,1,57,54,53,52,32,51,16,8,12,21,7,13,10,11,20,15,34,30,32,40,34,40,40,15,55,8,23,12,8,35,12,30,12,14,13,57,54,53,51,52,21.97265625,1,Baja
A. Picornell,18,188,78,53,71,GK,3,1,55,51,53,52,30,54,14,9,12,19,6,5,11,13,15,17,30,31,31,41,34,40,58,23,54,8,26,6,4,26,17,28,9,10,10,55,51,53,54,52,22.068809416025356,1,Baja
N. Harness,22,185,68,53,65,GK,3,1,56,52,50,50,21,50,15,8,12,19,10,11,12,15,30,15,23,17,35,49,20,38,62,21,43,5,20,15,9,40,14,26,7,11,15,56,52,50,50,50,19.86851716581446,1,Baja
J. Torrance,20,195,84,53,61,GK,2,1,52,52,53,57,40,53,11,8,18,29,8,10,17,15,26,11,41,38,37,38,26,40,44,28,68,8,19,12,6,35,19,38,5,12,15,52,52,53,53,57,22.09072978303748,1,Baja
S. Simons,18,183,74,53,62,GK,2,1,52,53,55,55,32,52,11,8,18,31,10,12,17,12,29,15,31,34,38,43,33,41,48,20,53,9,28,8,4,31,19,38,6,12,16,52,53,55,52,55,22.096807907073963,1,Baja
A. Dithmer,16,198,82,53,76,GK,2,1,56,52,56,53,38,51,15,10,15,30,10,15,15,14,32,21,40,36,37,42,40,42,45,25,52,10,22,14,9,42,15,44,14,14,12,56,52,56,51,53,20.91623303744516,1,Baja
